file,sent_idx,term,sentence,suggestion
2008 - vub.txt,2225,fast,"SPECIFIC REQUIREMENTS 3.1 External Interface Requirements The External Interfaces are the interfaces related to the in and output of the PMS: • Web Access • Command Line Interface 3.1.1 Web Interface The Web Interface is designed to be fast and efficient, with the aim to be able to do fulfill all available tasks (upload, download, search,...) in the smallest amount of pages and clicks.","Replace with quantifiable timing, e.g., 'Response time ≤ 200 ms under N concurrent users.'"
2008 - vub.txt,2225,efficient,"SPECIFIC REQUIREMENTS 3.1 External Interface Requirements The External Interfaces are the interfaces related to the in and output of the PMS: • Web Access • Command Line Interface 3.1.1 Web Interface The Web Interface is designed to be fast and efficient, with the aim to be able to do fulfill all available tasks (upload, download, search,...) in the smallest amount of pages and clicks.","Replace with resource bound, e.g., 'CPU ≤ 10% at normal load' or 'throughput ≥ 100 req/s'."
2009 - email.txt,33,reliable,"h) A reliable schedule for the decommission of all state agency e-mail systems and the migration of all agencies to the new system beginning by July 1, 2010, and completing by June 30, 2013.","Specify reliability target, e.g., 'availability ≥ 99.9% monthly'."
2009 - email.txt,148,secure,"1.68 Remote Access, Ability for the user to access e-mail by secure web or client.","Specify exact controls / standards, e.g., 'TLS1.2+; AES-256 for data at rest'."
2009 - email.txt,155,secure,"Messaging 1.73 Remote Access, Ability for the user to access mailbox and components via a web Mobile browser over a secure (encrypted) connection.","Specify exact controls / standards, e.g., 'TLS1.2+; AES-256 for data at rest'."
2009 - inventory 2.0.txt,842,easy,The system should provide a link from the acquisitions view in the Inventory Management System to the acquisition creation screen in CRM for easy access.,"Specify what 'easy' means (install, learn, use) with measurable criteria."
2009 - inventory 2.0.txt,898,easy,Buttons and shortcuts should be easy to click on a touch screen workstation.,"Specify what 'easy' means (install, learn, use) with measurable criteria."
2009 - inventory 2.0.txt,1091,fast,"Usability The application is expected to operate via touch screen user interfaces, and take advantage of that technology to be as fast, efficient, intuitive, and flexible as possible while also minimizing the potential for errors and duplications.","Replace with quantifiable timing, e.g., 'Response time ≤ 200 ms under N concurrent users.'"
2009 - inventory 2.0.txt,1091,efficient,"Usability The application is expected to operate via touch screen user interfaces, and take advantage of that technology to be as fast, efficient, intuitive, and flexible as possible while also minimizing the potential for errors and duplications.","Replace with resource bound, e.g., 'CPU ≤ 10% at normal load' or 'throughput ≥ 100 req/s'."
2009 - inventory 2.0.txt,1091,intuitive,"Usability The application is expected to operate via touch screen user interfaces, and take advantage of that technology to be as fast, efficient, intuitive, and flexible as possible while also minimizing the potential for errors and duplications.","Replace with usability metric, e.g., 'Task success rate ≥ 85% in usability test.'"
2009 - inventory 2.0.txt,1113,easy,Buttons and shortcuts should be easy to click on a touch screen workstation.,"Specify what 'easy' means (install, learn, use) with measurable criteria."
2009 - inventory 2.0.txt,1373,easy,The New Drop Off button takes the user to the acquisition creation screen in CRM for easy access.,"Specify what 'easy' means (install, learn, use) with measurable criteria."
2009 - library.txt,119,secure,Related Reqs: Related Process Category: Systems: Security Req ID: 6510 Source: ITS Priority: 3 Name: patron data security Description: Patron data is secure in all transfers to and from the system.,"Specify exact controls / standards, e.g., 'TLS1.2+; AES-256 for data at rest'."
2009 - library.txt,121,secure,"Related Reqs: Related Process Req ID: 6511 Source: ITS Priority: 3 Name: secure protocol support Description: System supports secure protocols, including SFTP, SSL, and SSH.","Specify exact controls / standards, e.g., 'TLS1.2+; AES-256 for data at rest'."
2009 - library.txt,147,user-friendly,Related Reqs: Related Process Req ID: 5624 Source: MGT Priority: 3 Name: query tool Description: System provides a user-friendly interface for designing queries against all record types.,"Replace with measurable usability criteria, e.g., 'Novice user completes task X in ≤ 90s with ≥90% success.'"
2009 - peazip.txt,20,fast,"In brief, the basic functions that PeaZip features are: Software Requirements Specification for PeaZip Page 2 Creating compressed archives, updating compressed archives, extracting content of compressed archives, file and archive management tools(robust copy, split and join, fast or secure deletion, byte to byte comparison, calculation of a wide set of checksums and hashes over selected files), append timestamp to archive name(useful for archiving and backup purpose) and two factor authentication(password and keyfile) for the managed archives.","Replace with quantifiable timing, e.g., 'Response time ≤ 200 ms under N concurrent users.'"
2009 - peazip.txt,20,robust,"In brief, the basic functions that PeaZip features are: Software Requirements Specification for PeaZip Page 2 Creating compressed archives, updating compressed archives, extracting content of compressed archives, file and archive management tools(robust copy, split and join, fast or secure deletion, byte to byte comparison, calculation of a wide set of checksums and hashes over selected files), append timestamp to archive name(useful for archiving and backup purpose) and two factor authentication(password and keyfile) for the managed archives.","Specify failure modes and recovery time, e.g., 'recovers within 5s after transient failure'."
2009 - peazip.txt,20,secure,"In brief, the basic functions that PeaZip features are: Software Requirements Specification for PeaZip Page 2 Creating compressed archives, updating compressed archives, extracting content of compressed archives, file and archive management tools(robust copy, split and join, fast or secure deletion, byte to byte comparison, calculation of a wide set of checksums and hashes over selected files), append timestamp to archive name(useful for archiving and backup purpose) and two factor authentication(password and keyfile) for the managed archives.","Specify exact controls / standards, e.g., 'TLS1.2+; AES-256 for data at rest'."
2009 - peazip.txt,41,secure,"The most important features that are offered by those utilities, through PeaZip, are the following: • Creating archives in any of the supported archiving and compression formats(full list of which is provided in following chapters) • Updating an already existing archive • Appending timestamp with date and time on the managed archive name for archiving and backup purpose • Two factor (password and keyfile) authentication for the managed files and archives • Extracting contents of any compressed in any of the supported archiving and compression formats (full list of which is provided in following chapters) archive • Secure file and archive deletion from any storing unit of the computer system on which PeaZip runs • Byte to byte comparison between tow files • Check files in order to find duplicate files and to check files for corruption • Splitting files and merging split volumes back to original file • Information list, which lists contend of selected files/archives.","Specify exact controls / standards, e.g., 'TLS1.2+; AES-256 for data at rest'."
2009 - peazip.txt,48,user friendly,"Even though PeaZip functions are relatively simple and PeaZip’s interface is pleasant and user friendly, users included in both categories, should read the tutorials and help documents that have been written about the particular application(and are either available in sites that are mentioned in following chapter or inside the application), so as to inform themselves on the application scope and needs that it covers, as well as to be able to use in full extend all, featured by the application, functions..","Replace with measurable usability criteria, e.g., 'Novice user completes task X in ≤ 90s with ≥90% success.'"
2009 - peazip.txt,48,simple,"Even though PeaZip functions are relatively simple and PeaZip’s interface is pleasant and user friendly, users included in both categories, should read the tutorials and help documents that have been written about the particular application(and are either available in sites that are mentioned in following chapter or inside the application), so as to inform themselves on the application scope and needs that it covers, as well as to be able to use in full extend all, featured by the application, functions..","Replace with concrete steps or complexity limit, e.g., '≤ 3 steps to complete X'."
2009 - peazip.txt,50,easy,"In this case, however, the distinction into a discrete number of categories is not easy, because it is not possible to put unambiguous boarders between categories according to users’ experience and knowledge level on using computer systems, as it is a non-countable amount.","Specify what 'easy' means (install, learn, use) with measurable criteria."
2009 - peazip.txt,113,easy,"Through this feature, users can have quick and easy access to basic tools and utilities of computer system management, through PeaZip application.","Specify what 'easy' means (install, learn, use) with measurable criteria."
2009 - peazip.txt,118,secure,"Users can choose from a set of utilities, like: secure file deletion, byte to byte comparison between two files, file checking, file split/join, file information display and hexadecimal preview of the content of a file.","Specify exact controls / standards, e.g., 'TLS1.2+; AES-256 for data at rest'."
2009 - peazip.txt,120,secure,"More specifically, functions that are features by the tools mentioned above are: - Secure file deletion, intended for securely remove files and folders from disk, avoiding possible data recovery.","Specify exact controls / standards, e.g., 'TLS1.2+; AES-256 for data at rest'."
2009 - peazip.txt,187,fast,"This feature allows users to fast and directly set off basic PeaZip’s functions, making PeaZip even handier.","Replace with quantifiable timing, e.g., 'Response time ≤ 200 ms under N concurrent users.'"
2009 - peazip.txt,244,efficient,"With this feature, users can adapt PeaZip’s features to their needs and preferences, achieving a more pleasant and efficient use.","Replace with resource bound, e.g., 'CPU ≤ 10% at normal load' or 'throughput ≥ 100 req/s'."
2009 - peazip.txt,247,easy,"External Interface Requirements 4.1 User Interfaces One of PeaZip’s advantages is its user interfaces, as they are extremely functional, easy to use and can be handled even by users with very little knowledge and experience on using computer systems.","Specify what 'easy' means (install, learn, use) with measurable criteria."
2009 - peazip.txt,252,secure,Modify: Quick delete / Delete form archive - Del Secure delete (files only) - Shift+Del Refresh - F5 or icon in first column of titles’ bar Cut - Ctrl+X Copy - Ctrl+C Paste - Ctrl+V Cancel current selection and clear clipboard - Esc File manager’s mouse controls: Double click: preview selected object with associated application Right click: activate file/archive browser’s context menu; Middle button click: extract selected object(s) Keyboard shortcuts for archive extraction and creation Software Requirements Specification for PeaZip Page 29 Operations: Archive / Extract (as Ok button) - Ctrl+Alt+Enter Cancel (as Cancel button) - Shift+Backspace In extraction layout: Toggle extract to new folder on/off - Shift+N In archiving layout: Change archive type to 7Z - Shift+7 Change archive type to BZip2 - Shift+B Change archive type to GZ - Shift+G Change archive type to 7Z self extracting - Shift+S Change archive type to TAR - Shift+T Change archive type to ZIP - Shift+Z File tools: Checksum/hash selected files - ?,"Specify exact controls / standards, e.g., 'TLS1.2+; AES-256 for data at rest'."
2009 - peazip.txt,267,secure,"Finally, no data remains from data that have been selected to be securely deleted should be left in the storing area of the computer system after the end of the procedure of secure deletion (described in previous chapter), in case of selection of this feature.","Specify exact controls / standards, e.g., 'TLS1.2+; AES-256 for data at rest'."
2009 - peppol.txt,18,simple,".............................................................................15 2.1 Vision, Objectives and Maturity of the VCD.............................................................................15 2.1.1 Overall Vision of the VCD................................................................................................15 2.1.2 Objectives of the staged maturity level............................................................................16 2.1.3 Level of Support and Level of Completeness (maturity model).......................................17 2.1.4 Criteria for qualification and seElection anCd non-e xc lus ion...............................................19 2.1.5 Steps on the path of development...................................................................................20 2.2 Pre-VCD mapping tool (Stage 1)..............................................................................................21 2.2.1 Vision statement..............................................................................................................22 2.2.2 Use Case description.......................................................................................................24 2.2.3 Major Features, Requirements and Q uality Attributes....................................................25 2.2.4 Expected Benefits for stakeholders.................................................................................29 2.2.5 Scope, Limitations, Assumptions and Dependencies.....................................................30 2.3 VCD simple package (Stage 2)................................................................................................30 2.3.1 Vision Statement..............................................................................................................30 2.3.2 Use C asae des cripption o f VpCD si mprle p ackoage ( Stavge 2) ....a.........","Replace with concrete steps or complexity limit, e.g., '≤ 3 steps to complete X'."
2009 - peppol.txt,32,simple,.....................................................25 Figure 10: Use case diagram for stage 2 – VCD simple package........................................................33 Figure 11: Identity and Access Management........................................................................................34 Figure 12: Interrelation between identity and access management and VCD system.........................35 Figure 13: Creating a VCD simple package within the VCD system....................................................35 Figure 14: VCD viewing system............................................................................................................36 Figure 15: Use case diagram for VCD advanced package...................................................................47 a p p r o v a l Figure 16: Use case diagram for VCD advanced package creation.....................................................48 Figure 17: Use case diagram for VCD advanced package re-compilation...........................................48 Figure 18: VCD network package – relation between entities..............................................................60 Figure 19: Level of Interoperability according to EIF2 draft..................................................................62 Figure 20: An architecture for semantic interoperability [adapted from (Berners-Lee 2000)]...............94 Figure 21: Overall concept for the PEPPOL VCD implementation – European vs.,"Replace with concrete steps or complexity limit, e.g., '≤ 3 steps to complete X'."
2009 - peppol.txt,34,simple,pan-European needs List of Tables Table 1: Major outcomes of Stage 1.....................................................................................................23 Table 2: Summary of VCD simple package Vision...............................................................................31 Table 3: Summary of Expected Benefits (VCD simple package)..........................................................42 Table 4: Summary of VPCD adv aneced p acnkage v isidon.....,"Replace with concrete steps or complexity limit, e.g., '≤ 3 steps to complete X'."
2009 - peppol.txt,53,simple,"The four stages (pre-VCD- mapping, VCD simple package, VCD advanced package and VCD network package) are described along a vision statement, a use-case description, major features, requirements and quality attributes, expected benefits fo r satakeh oldpers a nd pthe sc opre, lim itoations , asvsump tioans an d dlep endencies.","Replace with concrete steps or complexity limit, e.g., '≤ 3 steps to complete X'."
2009 - peppol.txt,78,easy,"eProcurement requires efforts to be done by public administrations, in particular to exploit new technologies for interoperability that enable P e n d i n g easy information accessibility, improving the availability of pan-European services and interaction among citizens and businesses (European_Dynamics_S_A 2004).","Specify what 'easy' means (install, learn, use) with measurable criteria."
2009 - peppol.txt,120,reliable,"For all parties (economic operator, intermediary, contracting authority, issuing bodies) it will be of high importance that the VCD Service Providers are trustworthy; this implies that the services are precise, up-to-date, available and reliable.","Specify reliability target, e.g., 'availability ≥ 99.9% monthly'."
2009 - peppol.txt,189,reliable,"pan-European needs 2 Vision and Scope of the VCD 2.1 Vision, Objectives and Maturity of the VCD 2.1.1 Overall Vision of the VCD A major point of discussion is a sustainable and reliable long-term vision for exchanging attestations among Member States.","Specify reliability target, e.g., 'availability ≥ 99.9% monthly'."
2009 - peppol.txt,193,reliable,"In this respect the VCD should support current practices of exchanging evidence in the short run and lead towards smooth, reliable and sustainable exchange of electronic evidences among Member States in the long run.","Specify reliability target, e.g., 'availability ≥ 99.9% monthly'."
2009 - peppol.txt,366,reliable,• A template that ensures comparable and reliable mappings between criteria for qualitative selection and exclusion and national attestations MUST be defined.,"Specify reliability target, e.g., 'availability ≥ 99.9% monthly'."
2009 - peppol.txt,427,simple,• The results are delivered in a format simple to use for the economic operators; e.g.,"Replace with concrete steps or complexity limit, e.g., '≤ 3 steps to complete X'."
2009 - peppol.txt,468,simple,2.3 VCD simple package (Stage 2) 2.3.1 Vision Statement Stage 2 requires the establishment of a national VCD service provider which hosts the VCD system in order to provide economic operators with the services necessary to create an early VCD package.,"Replace with concrete steps or complexity limit, e.g., '≤ 3 steps to complete X'."
2009 - peppol.txt,473,reliable,Thereby issuing services that are automated through a direct access to national issuing bodies are reliable to the contracting authority while manual and semi-automated issuing service that have to be provided by the economic operator are not under control of the national VCD service provider.,"Specify reliability target, e.g., 'availability ≥ 99.9% monthly'."
2009 - peppol.txt,480,simple,"Nevertheless a VCD simple package provides a set of other types of data that are introduced in the list below: • Structural VCD package data: Data that describes the VCD-Package as a whole, e.g.","Replace with concrete steps or complexity limit, e.g., '≤ 3 steps to complete X'."
2009 - peppol.txt,494,simple,In order to enable the economic operator to send the VCD simple package to any contracting authority stage 2 introduces the VCD transportation system which is strongly connected to the PEPPOL infrastructure proposed by WP8.,"Replace with concrete steps or complexity limit, e.g., '≤ 3 steps to complete X'."
2009 - peppol.txt,497,simple,"Table 2: Summary of VCD simple package Vision Outcome Approach Benefit Necessary efforts/Limitations VCD Define the One package contains the data Additional effort for defining package structure of a necessary to give evidence for the and agreeing upon a common VCD package suitability of an Economic Operator VCD package structure Check of existence and validity of the Translation of evidences may requested evidences in the VCD be still necessary, depending package is possible on national legal and organizational requirements The implementation of interfaces to tendering systems, which are capable Checks concerning the content 2009-05-19, Version 1.0 – pending EC approval PEPPOL Deliverable D2.1: page 32 of 127 Functional and non-functional requirements specification for the VCD, including critical synthesis, comparison and assessment of national vs.","Replace with concrete steps or complexity limit, e.g., '≤ 3 steps to complete X'."
2009 - peppol.txt,498,simple,"pan-European needs of receiving VCD packages is possible of the evidences are not possible, as there is no context Electronic exchange of VCD packages specific data available within the contracting authorities is possible VCD Establish A system which acts as a single point of A VCD system has to be system systems which contact for economic operators in order constructed in each MS consist of VCD to use VCD services (A) VCD service provider(s) services, VCD service providers act as trusted which host(s) the VCD system hosted by a parties, which can be trusted by have/has to be established in VCD service contracting authorities each MS provider P e n d i n g VCD Establish a A service compiles the VCD package The processes of receiving the creating service that is for the economic operator evidences from issuing service capable of authorities have to be defined The service supports the economic compiling VCD and implemented operator in checking the existence and packages validity of the requested evidences 2.3.2 Use Case description of VCD simple package (Stage 2) The use case description of stage 2 cont ainEs seve ralC sub-dia gr am s that describe interactions that are needed firstly to authenticate to the systems and secondly to create, transport and view a VCD simple package.","Replace with concrete steps or complexity limit, e.g., '≤ 3 steps to complete X'."
2009 - peppol.txt,499,simple,"Figure 10 contains a general overview of the following systems and actors affected within the use case VCD simple package of stage 2 (VCD simple package): • Identity & access management: Economic operator; Officer, • VCD system: Economic operator, Issuing body • VCD transportation system: Economic operator, Contracting authority • VCD translations system: Translator a p p r o v a l • VCD viewing system: Economic Operator, Contracting authority It is important to emphasize that the systems described by the use case diagrams are systems that are logically different but not necessarily physically different.","Replace with concrete steps or complexity limit, e.g., '≤ 3 steps to complete X'."
2009 - peppol.txt,505,simple,pan-European needs P e n d i n g E C a p p r o v a l Figure 10: Use case diagram for stage 2 – VCD simple package Members that do already have system in place (e.g.,"Replace with concrete steps or complexity limit, e.g., '≤ 3 steps to complete X'."
2009 - peppol.txt,512,simple,"Economic operators act as requestors by authenticating to the VCD system, creating/recompiling a VCD simple package and retrieving this package from the VCD system.","Replace with concrete steps or complexity limit, e.g., '≤ 3 steps to complete X'."
2009 - peppol.txt,529,simple,TED ID) in order to start the creation of a VCD simple package.,"Replace with concrete steps or complexity limit, e.g., '≤ 3 steps to complete X'."
2009 - peppol.txt,531,simple,a p p r o v a l Figure 13: Creating a VCD simple package within the VCD system The function of creating a VCD package includes the collection of evidence (including translations) and structural evidence data through several sources.,"Replace with concrete steps or complexity limit, e.g., '≤ 3 steps to complete X'."
2009 - peppol.txt,538,simple,2.3.2.3 VCD transportation system The economic operator can submit the VCD simple package to the contraction authority by using the VCD transportation system which is part of th e PEPPOL infrastructure.,"Replace with concrete steps or complexity limit, e.g., '≤ 3 steps to complete X'."
2009 - peppol.txt,568,simple,"ItemName, DocName, DocTitle, DocLanguage, DocFormat, DocID, DocIssue date, DocExpiration date) E C 2.3.3 Major Features, Requirements and Quality Attributes This subsection lists the major features, requirements and quality attributes that are significant for a VCD simple package.","Replace with concrete steps or complexity limit, e.g., '≤ 3 steps to complete X'."
2009 - peppol.txt,633,reliable,• The compilation suggestion that is given to the economic operator by the VCD system MUST be reliable with regard to fulfilment of tender-specific requirements.,"Specify reliability target, e.g., 'availability ≥ 99.9% monthly'."
2009 - peppol.txt,656,reliable,• The transport of a VCD package MUST be reliable.,"Specify reliability target, e.g., 'availability ≥ 99.9% monthly'."
2009 - peppol.txt,657,secure,• The transport of a VCD package MUST be secure.,"Specify exact controls / standards, e.g., 'TLS1.2+; AES-256 for data at rest'."
2009 - peppol.txt,672,simple,"2.3.4 Expected Benefits for stakeholders Table 3 shows the additional benefits of stage 2 (first stage in four-stage VCD concept containing documents): Table 3: Summary of Expected Benefits (VCD simple package) Feature Benefits for Economic For Contracting 2009-05-19, Version 1.0 – pending EC approval PEPPOL Deliverable D2.1: page 43 of 127 Functional and non-functional requirements specification for the VCD, including critical synthesis, comparison and assessment of national vs.","Replace with concrete steps or complexity limit, e.g., '≤ 3 steps to complete X'."
2009 - peppol.txt,673,simple,"pan-European needs Operator Authority Application for Access to VCD system and serv ices and yes no VCD account provision of sensitive economic operator data VCD account Change management of sensitive economic yes no management operator data Initialization of Compilation suggestion of the VCD that yes no VCD request includes mapping of evidence to demanded criteria Arrangement of ArraPnge th e ceompil atinon sug gedstion t o i nyes g no VCD instance specific needs and preferences Reduction of costs of arranging a VCD manually Collection of Collection of data from various i ssuing yes no Evidence services Reducing administrative burden and cost Compilation of Compile different types of data to a VCD yes no E C VCD instance simple package that ensures common structure Recognized evidence and other data Authentication Assured, secured and reliable transport yes yes to VCD Usage of signatures across borders transportation system Exchange of Submission and retrieval of the VCD simple yes yes VCD packages pacakage p p r o v a l Authentication View of sensitive data only possible with yes yes to VCD viewing sufficient authorization system View VCD Check suitability and validity of the yes yes requested evidences in the VCD 2.3.5 Scope, Limitations, Assumptions and Dependencies The major aim of stage 2 is to draft logical systems that enable economic operators to create simple VCD packages and to submit them to contracting authorities.","Replace with concrete steps or complexity limit, e.g., '≤ 3 steps to complete X'."
2009 - peppol.txt,673,reliable,"pan-European needs Operator Authority Application for Access to VCD system and serv ices and yes no VCD account provision of sensitive economic operator data VCD account Change management of sensitive economic yes no management operator data Initialization of Compilation suggestion of the VCD that yes no VCD request includes mapping of evidence to demanded criteria Arrangement of ArraPnge th e ceompil atinon sug gedstion t o i nyes g no VCD instance specific needs and preferences Reduction of costs of arranging a VCD manually Collection of Collection of data from various i ssuing yes no Evidence services Reducing administrative burden and cost Compilation of Compile different types of data to a VCD yes no E C VCD instance simple package that ensures common structure Recognized evidence and other data Authentication Assured, secured and reliable transport yes yes to VCD Usage of signatures across borders transportation system Exchange of Submission and retrieval of the VCD simple yes yes VCD packages pacakage p p r o v a l Authentication View of sensitive data only possible with yes yes to VCD viewing sufficient authorization system View VCD Check suitability and validity of the yes yes requested evidences in the VCD 2.3.5 Scope, Limitations, Assumptions and Dependencies The major aim of stage 2 is to draft logical systems that enable economic operators to create simple VCD packages and to submit them to contracting authorities.","Specify reliability target, e.g., 'availability ≥ 99.9% monthly'."
2009 - peppol.txt,681,simple,In those cases the VCD system will provide the possibility to add those documents into the VC D simple package through placeholders which may have a very generic grounding for mapping defined through an abstract class of documents (e.g.,"Replace with concrete steps or complexity limit, e.g., '≤ 3 steps to complete X'."
2009 - peppol.txt,689,simple,Nevertheless a translation of the contents of evidentiary documents is not focussed at in this stage and has to be provided manually by the economic operator through adding translations into the VCD simple package.,"Replace with concrete steps or complexity limit, e.g., '≤ 3 steps to complete X'."
2009 - peppol.txt,739,simple,This use case is similar to the use case “Create VCD simple package” of stage 2 but adds the necessary functionality regarding context specific data and merging existing VCD packages into the new VCD advanced package.,"Replace with concrete steps or complexity limit, e.g., '≤ 3 steps to complete X'."
2009 - peppol.txt,759,simple,"2.4.3 Major Features, Requirements and Quality Attributes This chapter contains the major features, requirements and quality attributes which are derived from the vision statement and the use-case descriptions of stage 3 and which extend the major features, requirements and quality attributes of a stage 2 VCD simple package.","Replace with concrete steps or complexity limit, e.g., '≤ 3 steps to complete X'."
2009 - peppol.txt,781,simple,pan-European needs • Evidences that have a simple structure and limited variety of contents MUST be included into the common standard schema first.,"Replace with concrete steps or complexity limit, e.g., '≤ 3 steps to complete X'."
2009 - peppol.txt,782,simple,• WP2 SHOULD provide easy solutions for transforming the contents of context specific evidence into simple context specific representations (e.g.,"Replace with concrete steps or complexity limit, e.g., '≤ 3 steps to complete X'."
2009 - peppol.txt,782,easy,• WP2 SHOULD provide easy solutions for transforming the contents of context specific evidence into simple context specific representations (e.g.,"Specify what 'easy' means (install, learn, use) with measurable criteria."
2009 - peppol.txt,783,easy,a Balance sheet can have several values but an easy representation could be the fulfilment of certain ranges for example below 1 Million / from 1 Million to 10 / …).,"Specify what 'easy' means (install, learn, use) with measurable criteria."
2009 - peppol.txt,793,simple,2.4.3.2 Advanced VCD creation service The VCD creation service of stage 2 VCD simple package has to be improved in order to include the a p p r o v a l functionalities for considering context specific data and VCD merging.,"Replace with concrete steps or complexity limit, e.g., '≤ 3 steps to complete X'."
2009 - peppol.txt,799,simple,"The types of data which have to be compiled into a VCD advanced package are therefore: - Structural VCD package data - Structural data of evidence - Tender specific data - Economic operator data - Context specific data - Evidence P e n d i n g - Authorized translation of evidence Quality attributes: Advanced VCD creation service • Merging of VCD simple packages and VCD advanced packages into a VCD advanced package SHOULD be possible 2.4.3.3 VCD re-compilation service In stage 3, the functionality of the VCD system has to be extended in order to provide a VCD re- compilation functionality.","Replace with concrete steps or complexity limit, e.g., '≤ 3 steps to complete X'."
2009 - peppol.txt,804,simple,a p p r o v a l • A VCD system MUST provide a user-interface to the economic operator for uploading an existing VCD package • A VCD system MUST provide a functionality to decompose an existing VCD package • A VCD system MUST provide a functionality to identify outdated or obsolete evidences • A VCD system must provide a functionality to retrieve actual instances of outdated evidences Quality attributes: VCD re-compilation service • Re-compiling a VCD simple package into a VCD advanced package MUST be possible • Re-compiling a VCD advanced package into a VCD advanced package MUST be possible • A VCD service provider SHOULD be trusted to correctly process unstructured evidences into (structured) context specific data by manual means in order to create context specific data using the semi-automated approach.,"Replace with concrete steps or complexity limit, e.g., '≤ 3 steps to complete X'."
2009 - peppol.txt,832,easy,Another example could be for example a Balance sheet which can have several different values but an easy representation could only be expressed through definition of certain ranges e.g.,"Specify what 'easy' means (install, learn, use) with measurable criteria."
2009 - peppol.txt,919,easy,r o v a l • WP2 SHOULD provide easy solutions for displaying context specific data and should enable their validation through validation values • Legal systems MUST ensure that context specific data and validation values have an equivalent value to the provision of conventional / traditional attestations.,"Specify what 'easy' means (install, learn, use) with measurable criteria."
2009 - peppol.txt,935,easy,a p p r o v a l • Easy approval of economic ☑ operators 2.,"Specify what 'easy' means (install, learn, use) with measurable criteria."
2009 - peppol.txt,944,simple,WP2 should also provide easy solutions for transforming complex information contained in attestations into simple representations.,"Replace with concrete steps or complexity limit, e.g., '≤ 3 steps to complete X'."
2009 - peppol.txt,944,easy,WP2 should also provide easy solutions for transforming complex information contained in attestations into simple representations.,"Specify what 'easy' means (install, learn, use) with measurable criteria."
2009 - peppol.txt,974,easy,Nevertheless stage 4 provides guidance in how to connect both ideas in an easy way.,"Specify what 'easy' means (install, learn, use) with measurable criteria."
2009 - peppol.txt,1079,fast,Requirement The main subject of the VCD is the final submission of evidence to the contracting authority Measurement VCD package supports final submission of evidence 3.1.2.11 Principle for selecting issuing body Description There are often multiple issuing bodies available which provide evidence of the same kind but with different characteristics such as cheap issuing services and fast issuing services.,"Replace with quantifiable timing, e.g., 'Response time ≤ 200 ms under N concurrent users.'"
2009 - peppol.txt,1225,simple,Measurement Pre-VCD mapping tool filled with national instances Requirement The VCD simple package (Stage 2) lays the basic ground for the creation of VCDs and the implementation of other services mentioned in stages 3 and 4 so the key concepts of Stage 2 MUST be implemented in each Member States.,"Replace with concrete steps or complexity limit, e.g., '≤ 3 steps to complete X'."
2009 - peppol.txt,1381,simple,On the European level it may include the “scope of mutual recognition” for example the trust between the national service provider who provides a VCD simple package and the European service provider who E C provides a particular mapping facility.,"Replace with concrete steps or complexity limit, e.g., '≤ 3 steps to complete X'."
2009 - peppol.txt,1399,reliable,The PEPPOL infrastructure of WP8 is dedicated in particular to the exchange of electronic business documents in a secure and reliable manner.,"Specify reliability target, e.g., 'availability ≥ 99.9% monthly'."
2009 - peppol.txt,1399,secure,The PEPPOL infrastructure of WP8 is dedicated in particular to the exchange of electronic business documents in a secure and reliable manner.,"Specify exact controls / standards, e.g., 'TLS1.2+; AES-256 for data at rest'."
2009 - peppol.txt,1400,reliable,Thereby it connects to existing e-business frameworks and value added networks and is being built on existing technologies and standards that have been tested and which have proven to be reliable and secure for enterprise use.,"Specify reliability target, e.g., 'availability ≥ 99.9% monthly'."
2009 - peppol.txt,1400,secure,Thereby it connects to existing e-business frameworks and value added networks and is being built on existing technologies and standards that have been tested and which have proven to be reliable and secure for enterprise use.,"Specify exact controls / standards, e.g., 'TLS1.2+; AES-256 for data at rest'."
2009 - peppol.txt,1418,reliable,The PEPPOL infrastructure will make it possible to exchange electronic business documents in a secure and reliable manner.,"Specify reliability target, e.g., 'availability ≥ 99.9% monthly'."
2009 - peppol.txt,1418,secure,The PEPPOL infrastructure will make it possible to exchange electronic business documents in a secure and reliable manner.,"Specify exact controls / standards, e.g., 'TLS1.2+; AES-256 for data at rest'."
2009 - peppol.txt,1421,reliable,pan-European needs critical from the viewpoint of using validation services to ensure confidentiality of a VCD and its contained documents (WP1) and secure and reliable transport ensured through the PEPPOL infrastructure (WP8).,"Specify reliability target, e.g., 'availability ≥ 99.9% monthly'."
2009 - peppol.txt,1421,secure,pan-European needs critical from the viewpoint of using validation services to ensure confidentiality of a VCD and its contained documents (WP1) and secure and reliable transport ensured through the PEPPOL infrastructure (WP8).,"Specify exact controls / standards, e.g., 'TLS1.2+; AES-256 for data at rest'."
2009 - peppol.txt,1462,secure,2009) Requirement Every party participating SHOULD have a secure a nd verifiable electronic address.,"Specify exact controls / standards, e.g., 'TLS1.2+; AES-256 for data at rest'."
2009 - peppol.txt,1467,reliable,3.4.2.7 Access Points to the PEPPOL infrastructure The PEPPOL infrastructure will make it possible to exchange electronic business documents in a secure and reliable manner.,"Specify reliability target, e.g., 'availability ≥ 99.9% monthly'."
2009 - peppol.txt,1467,secure,3.4.2.7 Access Points to the PEPPOL infrastructure The PEPPOL infrastructure will make it possible to exchange electronic business documents in a secure and reliable manner.,"Specify exact controls / standards, e.g., 'TLS1.2+; AES-256 for data at rest'."
