acronym,expansion,file,sent_idx,sentence
UTC,Universal Time Corrected,2007 - ertms.txt,231,All data shall be related to UTC (Universal Time Corrected) and a reference point.
FAQ,new,2007 - get real 0.2.txt,3,Get Real Pages & Sections............................................................................................13 3.1 Exploring College (existing).............................................................................................13 3.2 Jobs & Money (existing)....................................................................................................13 3.3 Real People (existing)........................................................................................................14 3.3.1 Example video “real people” profiles.......................................................................14 3.4 Women in Computer Science (existing with new name).....................................15 3.4.1 Other resources for women in computer science...............................................15 3.5 Resources (existing)...........................................................................................................16 3.6 I’m Looking For… (existing).............................................................................................16 3.7 Articles (existing)................................................................................................................16 3.8 High School Courses (new).............................................................................................17 3.9 Search for additional information (new).....................................................................17 3.10 Professional Organizations (new).............................................................................18 3.11 RSS feeds of current CS information (new)..........................................................18 3.12 Ask a Grad or Prof – FAQ (new)................................................................................18 3.13 Consider a CS Minor (new)..........................................................................................19 3.14.......................................................................................................................................................19 4.
CS,and encouraging Oregon high school students to take coursework leading toward a baccalaureate degree in computer science,2007 - get real 0.2.txt,11,The scope of the Get Real website is limited to attracting and encouraging Oregon high school students to take coursework leading toward a baccalaureate degree in computer science (CS) at one of the seven Oregon University System campuses.
VII,Vehicle Infrastructure Integration,2007 - mdot.txt,14,Michigan Department of Transportation VII Data Use Analysis and Processing System Requirements Specification 1 INTRODUCTION This document applies to the Michigan Department of Transportation’s (MDOT’s) Vehicle Infrastructure Integration (VII) Data Use Analysis and Processing (DUAP) System.
DUAP,Data Use Analysis and Processing,2007 - mdot.txt,14,Michigan Department of Transportation VII Data Use Analysis and Processing System Requirements Specification 1 INTRODUCTION This document applies to the Michigan Department of Transportation’s (MDOT’s) Vehicle Infrastructure Integration (VII) Data Use Analysis and Processing (DUAP) System.
ATMS,receive traffic information from Advanced Traffic Management Systems,2007 - mdot.txt,69,"Figure 1 – DUAP System Services 2.2 Product Functions 2.2.1 Input Services The input services of the DUAP system will • receive probe data from individual vehicles; • receive traffic information from Advanced Traffic Management Systems (ATMS) throughout the state; • receive weather information from several sources; and • receive traveler information from Advanced Traveler Information Systems (ATIS) throughout the state, as well as other governmental and commercial sources."
ATIS,receive traveler information from Advanced Traveler Information Systems,2007 - mdot.txt,69,"Figure 1 – DUAP System Services 2.2 Product Functions 2.2.1 Input Services The input services of the DUAP system will • receive probe data from individual vehicles; • receive traffic information from Advanced Traffic Management Systems (ATMS) throughout the state; • receive weather information from several sources; and • receive traveler information from Advanced Traveler Information Systems (ATIS) throughout the state, as well as other governmental and commercial sources."
POC,The VII Proof of Concept,2007 - mdot.txt,70,"The VII Proof of Concept (POC) input service, for example, will use the X-031 Probe Data Service interface as described by the VII Network User to Service Delivery Node (SDN) Subsystem document."
SDN,will use the X-031 Probe Data Service interface as described by the VII Network User to Service Delivery Node,2007 - mdot.txt,70,"The VII Proof of Concept (POC) input service, for example, will use the X-031 Probe Data Service interface as described by the VII Network User to Service Delivery Node (SDN) Subsystem document."
MITS,The Michigan Intelligent Transportation Systems,2007 - mdot.txt,81,"The Michigan Intelligent Transportation Systems (MITS) Center ATMS, for example, will have its own input service for collecting speed, volume, and occupancy, and may also obtain event descriptions and messages posted on changeable message signs/dynamic message signs (CMS/DMS)."
TA,Transportation agency,2007 - mdot.txt,122,"Transportation agency (TA) Operators include local, regional, and state transportation agencies throughout Michigan, and in adjoining jurisdictions."
UMTRI,The University of Michigan Transportation Research Institute,2007 - mdot.txt,144,The University of Michigan Transportation Research Institute (UMTRI) is an example of one such group.
MTRB,The Michigan Transportation Research Board,2007 - mdot.txt,147,The Michigan Transportation Research Board (MTRB) is led by MDOT and is a voluntary advisory body to Michigan’s transportation agencies.
VIIC,Many of the OEMs are members of the Vehicle Infrastructure Integration Consortium,2007 - mdot.txt,154,"Many of the OEMs are members of the Vehicle Infrastructure Integration Consortium (VIIC), which is developing the on-board equipment (OBE) and assisting the United States Department of Transportation (USDOT) in development of applications for VII infrastructure and data."
OBE,which is developing the on-board equipment,2007 - mdot.txt,154,"Many of the OEMs are members of the Vehicle Infrastructure Integration Consortium (VIIC), which is developing the on-board equipment (OBE) and assisting the United States Department of Transportation (USDOT) in development of applications for VII infrastructure and data."
USDOT,and assisting the United States Department of Transportation,2007 - mdot.txt,154,"Many of the OEMs are members of the Vehicle Infrastructure Integration Consortium (VIIC), which is developing the on-board equipment (OBE) and assisting the United States Department of Transportation (USDOT) in development of applications for VII infrastructure and data."
RSE,The delay between the data collection and the data transmission from the vehicle to the roadside equipment,2007 - mdot.txt,173,"Latency enters into the data collection process in several ways: • The time required for vehicle systems to collect and store vehicle data • The delay between the data collection and the data transmission from the vehicle to the roadside equipment (RSE) • The time required for the transmission of data from the RSE to the DUAP system • The time required for the DUAP system to process the data and publish it to other systems • The time between the DUAP processing and the transmission to the end systems While the VII data is much more timely and complete than data currently being processed, participants must recognize that VII data is “near real-time” data."
ID,indicates that it is essential to identifier,2007 - mdot.txt,206,"Source(s) for the Supporting text that may help H – indicates that it is essential to identifier (ID) Requirements formulated with requirement; explain the requirement, its the DUAP system used to trace “…shall…” are direct could be a importance, or the risks associated M – indicates that it should be requirements requirements; those using “…shall reference with implementing the implemented from be able to…” are conditioned on document or a requirement."
PDS,Probe vehicle data is one of the Data Service,2007 - mdot.txt,221,IS-010-010 The DUAP Input Services shall be able to collect probe ConOps § 4.3.1 The ability to collect probe H vehicle data from the VII Proof of Concept (POC) Probe vehicle data is one of the Data Service (PDS) using the X-031 interface.
SEMSIM,The specific format of the M vehicle data from Southeast Michigan Snow and Ice interface is to be determined Management,2007 - mdot.txt,225,IS-010-020 The DUAP Input Services shall be able to collect probe ConOps § 5.2 The specific format of the M vehicle data from Southeast Michigan Snow and Ice interface is to be determined Management (SEMSIM) using the SEMSIM interface.
SMART,interface is to be determined Regional Transportation,2007 - mdot.txt,227,IS-010-030 The DUAP Input Services shall be able to collect probe ConOps § 2.3.2.7 The specific format of the L vehicle data from Suburban Mobility Authority for ConOps § 4.1 interface is to be determined Regional Transportation (SMART) Transit using the in the design of the prototype.
DDOT,interface is to be determined,2007 - mdot.txt,235,IS-010-060 The DUAP Input Services shall be able to collect probe ConOps § 2.3.2.7 The specific format of the D vehicle data from Detroit Department of Transportation ConOps § 4.1 interface is to be determined (DDOT) Transit using the DDOT interface.
RCOC,interface is to be determined,2007 - mdot.txt,245,ConOps § 4.4 ConOps § 5.2 ConOps § 5.4 ConOps § 7.1 IS-030-022 The DUAP Input Services shall be able to collect weather ConOps § 2.3.2.1 The specific format of the H data from the Road Commission for Oakland County ConOps § 4.1 interface is to be determined (RCOC) Road Weather Information Systems (RWIS) in the design of the prototype.
RWIS,Road Weather Information Systems,2007 - mdot.txt,245,ConOps § 4.4 ConOps § 5.2 ConOps § 5.4 ConOps § 7.1 IS-030-022 The DUAP Input Services shall be able to collect weather ConOps § 2.3.2.1 The specific format of the H data from the Road Commission for Oakland County ConOps § 4.1 interface is to be determined (RCOC) Road Weather Information Systems (RWIS) in the design of the prototype.
MDNR,weather MHI The specific format of the L data from Michigan Department of Natural Resources interface is to be determined,2007 - mdot.txt,252,IS-030-024 The DUAP Input Services shall be able to collect weather MHI The specific format of the L data from Michigan Department of Natural Resources interface is to be determined (MDNR) weather information systems using the MDNR in the design of the prototype.
AWOS,The specific format of the L data from MDOT Aeronautics Automated Weather interface is to be determined Observing System,2007 - mdot.txt,254,IS-030-026 The DUAP Input Services shall be able to collect weather MHI The specific format of the L data from MDOT Aeronautics Automated Weather interface is to be determined Observing System (AWOS) using the AWOS interface.
WMTMS,format of the D roadway traffic data from the Western Michigan Traffic interface is to be determined Management System,2007 - mdot.txt,273,IS-070-020 The DUAP Input Services shall be able to collect ConOps § 2.3.2.1 The specific format of the D roadway traffic data from the Western Michigan Traffic interface is to be determined Management System (WMTMS) using the WMTMS in the design of the prototype.
RCMC,interface is to be determined Macomb County,2007 - mdot.txt,277,IS-070-040 The DUAP Input Services shall be able to collect ConOps § 2.3.2.1 The specific format of the L roadway traffic data from the Road Commission of ConOps § 4.1 interface is to be determined Macomb County (RCMC) system using the RCMC in the design of the prototype.
TMC,The specific format of the D data from the Ann Arbor Traffic Management Center interface is to be determined,2007 - mdot.txt,284,IS-070-070 The DUAP Input Services shall be able to collect traffic ConOps § 2.3.2.6 The specific format of the D data from the Ann Arbor Traffic Management Center interface is to be determined (TMC) system using the Ann Arbor TMC interface.
TMS,The specific format of the H condition data from Traffic Management Systems,2007 - mdot.txt,297,IS-130-010 The DUAP Input Services shall be able to collect road ConOps § 5.4 The specific format of the H condition data from Traffic Management Systems (TMS) ConOps § 7.1 interface is to be determined using the TMS interface.
TMDD,L roadway traffic information in Traffic Management Data MHI Dictionary,2007 - mdot.txt,380,OS-010-025 The DUAP Output Services shall be able to publish ConOps § 5.3 L roadway traffic information in Traffic Management Data MHI Dictionary (TMDD) format.
MDIT,meet MDIT standards provided Technology,2007 - mdot.txt,473,Table 10 – Design Constraints ID Requirement Source Comments Importance DC-010 The DUAP System shall conform to IT standards ConOps § 2.5 The software for this project will H established by the Michigan Department of Information ConOps § 4.6.4 meet MDIT standards provided Technology (MDIT).
JDBC,M DC-010-015 The DUAP system shall use Java Database Connectivity M,2007 - mdot.txt,478,ConOps § 4.6.4 M DC-010-015 The DUAP system shall use Java Database Connectivity M (JDBC) components to interact with databases.
SQL,H through standard Structured Query Language,2007 - mdot.txt,480,DC-010-030 The DUAP System shall handle database data requests ConOps § 4.6.4 H through standard Structured Query Language (SQL).
CGI,Center for Geographic Information,2007 - mdot.txt,532,"Michigan Department of Information Technology, Center for Geographic Information (CGI)."
NCAR,National Center for Atmospheric Research,2007 - mdot.txt,558,National Center for Atmospheric Research (NCAR).
SEMCOG,Southeast Michigan Council of Governments,2007 - mdot.txt,572,"MDOT Freeway Courtesy Patrol in Southeast Michigan: 2005 Evaluation Report, Southeast Michigan Council of Governments (SEMCOG)."
SEM,The Systems Engineering Methodology,2007 - mdot.txt,581,Systems Engineering Methodology Version 1.0 — The Systems Engineering Methodology (SEM) of the State Unified Information Technology Environment (SUITE).
SUITE,of the State Unified Information Technology Environment,2007 - mdot.txt,581,Systems Engineering Methodology Version 1.0 — The Systems Engineering Methodology (SEM) of the State Unified Information Technology Environment (SUITE).
DSRC,Dedicated Short Range Communications,2007 - mdot.txt,588,SAE J2735: Dedicated Short Range Communications (DSRC) Message Set Dictionary.
FHWA,Federal Highway Administration,2007 - mdot.txt,593,"Department of Transportation, Federal Highway Administration (FHWA)."
ESS,degrees Environmental Sensor Station,2007 - mdot.txt,648,"Michigan Department of Transportation VII Data Use Analysis and Processing System Requirements Specification APPENDIX D - WEATHER DATA ELEMENTS FROM CLARUS The DUAP system shall be capable of storing the following weather data elements from Clarus: ID Element Description Units IS-030-200 essLatitude Latitude of the 10^-6 degrees Environmental Sensor Station (ESS) [observation] per WGS- 84 datum IS-030-210 essLongitude East longitude from the 10^-6 degrees Prime Meridian of the ESS [observation] IS-030-220 essVehicleSpeed Current speed being km/hr reported by the vehicle IS-030-230 essVehicleBearing Current bearing of the degrees vehicle clockwise from true North IS-030-240 essVehicleOdometer Current odometer reading meters of the vehicle IS-030-250 essReferenceHeight Reference elevation of the meters above ESS; height to base of mean sea station for permanent ESS level height to the ground surface upon which the ESS resides for transportable ESS, or height to surface under vehicle for mobile ESS IS-030-260 essAtmosphericPressure Force per unit area 10^-1 exerted by the atmosphere millibars, or 10^-1 hectopascals IS-030-270 windSensorAvgSpeed Two-min."
ESPC,Environmental Satellite Processing Center,2007 - nde.txt,0,NOAA/NESDIS/OSDPD NOAA-ESPC/(018)-2007 ESPC-CM1301-05-CT-0044 DCN 1.0 (08/07/2007) OSDPD/ESPC-NDE-008-018-005-V1.0 Environmental Satellite Processing Center (ESPC) NPP and NPOESS Data Exploitation (NDE) NDE System Requirements Specification Version 1.0 August 2007 Prepared by: U.S.
NDE,NPP and NPOESS Data Exploitation,2007 - nde.txt,0,NOAA/NESDIS/OSDPD NOAA-ESPC/(018)-2007 ESPC-CM1301-05-CT-0044 DCN 1.0 (08/07/2007) OSDPD/ESPC-NDE-008-018-005-V1.0 Environmental Satellite Processing Center (ESPC) NPP and NPOESS Data Exploitation (NDE) NDE System Requirements Specification Version 1.0 August 2007 Prepared by: U.S.
NOAA,Department of Commerce National Oceanic and Atmospheric Administration,2007 - nde.txt,1,"Department of Commerce National Oceanic and Atmospheric Administration (NOAA) National Environmental Satellite, Data, and Information Service ( NESDIS) Environmental Satellite Processing Center (ESPC) NOAA/NESDIS/OSDPD NOAA-ESPC-018-2007 ESPC- CM1301-05-CT-0044 DCN 1.0 (08/07/2007) OSDPD/ESPC-NDE-008-018-005-V1.0 Environmental Satellite Processing Center (ESPC) NPP and NPOESS Data Exploitation (NDE) NDE Configuration Management Plan August 2007 DRAFT Prepared by: U.S."
NESDIS,and Information Service,2007 - nde.txt,1,"Department of Commerce National Oceanic and Atmospheric Administration (NOAA) National Environmental Satellite, Data, and Information Service ( NESDIS) Environmental Satellite Processing Center (ESPC) NOAA/NESDIS/OSDPD NOAA-ESPC-018-2007 ESPC- CM1301-05-CT-0044 DCN 1.0 (08/07/2007) OSDPD/ESPC-NDE-008-018-005-V1.0 Environmental Satellite Processing Center (ESPC) NPP and NPOESS Data Exploitation (NDE) NDE Configuration Management Plan August 2007 DRAFT Prepared by: U.S."
OSDPD,Office of Satellite Data processing and Distribution,2007 - nde.txt,2,"Department of Commerce National Oceanic and Atmospheric Administration (NOAA) National Environmental Satellite, Data, and Information Service (NESDIS) Office of Satellite Data processing and Distribution (OSDPD) Environmental Satellite Processing Center (ESPC) 1 NOAA/NESDIS/OSDPD NOAA-ESPC-018-2007 ESPC- CM1301-05-CT-0044 DCN 1.0 (08/07/2007) OSDPD/ESPC-NDE-008-018-005-V1.0 Approval Page Document Numbers: NOAA/NESDIS/OSDPD NOAA- ESPC - 018-2007 ESPC- CM1301-05-CT-0044 DCN 1.0 (08/07/2007) OSD/ESPC-NDE-008-018-005-V1.0 Document Title Block: Environmental Satellite Processing Center (ESPC) NPP and NPOESS Data Exploitation (NDE) NDE Configuration Management Plan PROGRAM: ESPC DOCUMENT RELEASE DATE: ( Approval Date) APPROVALS GROUP: ESPC-NDE Date GROUP: ESPC Date NAME: Jim Silva, NDE Project Manager NAME: Reginald B."
DCN,VERSION NUMBER IDENTIFIER The document version number which also corresponds to the Document Control Number,2007 - nde.txt,3,"Lawrence, IPD Manager GROUP: ESPC Date GROUP: ESPC Date NAME: Dave Benner, OSDPD Satellite Services Division Chief NAME: Ken Dropco, ESPC/PSGS Program Manager GROUP: ESPC-NDE Date GROUP: ESPC-NDE Date NAME: David Manion, NDE/PSGS Project Manager NAME: Lou Fenichel (Author) 2 NOAA/NESDIS/OSDPD NOAA-ESPC-018-2007 ESPC- CM1301-05-CT-0044 DCN 1.0 (08/07/2007) OSDPD/ESPC-NDE-008-018-005-V1.0 VERSION NUMBER IDENTIFIER The document version number which also corresponds to the Document Control Number (DCN) identifies whether the document is a working copy, final, revision, or update, defined as follows: • Working copy or Draft: a document not yet finalized or ready for distribution; sometimes called a draft."
NPOESS,SCOPE The purpose of the National Polar-orbiting Operational Environmental Satellite System,2007 - nde.txt,18,"4 NOAA/NESDIS/OSDPD NOAA-ESPC-018-2007 ESPC- CM1301-05-CT-0044 DCN 1.0 (08/07/2007) OSDPD/ESPC-NDE-008-018-005-V1.0 LIST OF CHANGE-AFFECTED PAGES/SECTIONS/APPENDICES Release Version # Page___of__ Date Description of Change(s) Item # page(s) 5 NOAA/NESDIS/OSDPD NOAA-ESPC-018-2007 ESPC- CM1301-05-CT-0044 DCN 1.0 (08/07/2007) OSDPD/ESPC-NDE-008-018-005-V1.0 Table of Contents Table of Contents..........................................................................................................................6 1 Scope...................................................................................................................................9 1.1 System Overview.....................................................................................................9 1.2 Document Overview.................................................................................................9 1.3 Definitions..............................................................................................................10 1.4 Document Organization.........................................................................................10 2 Referenced Documents...................................................................................................11 3 Requirements..................................................................................................................12 3.1 Required States and Modes....................................................................................12 3.1.1 Open Mode.................................................................................................12 3.1.2 Degraded System Mode.............................................................................12 3.1.3 Restricted Access Mode.............................................................................12 3.2 Capability Requirements........................................................................................12 3.2.1 Define Data Products..................................................................................12 3.2.2 Integrate System Elements.........................................................................12 3.2.3 Test Support...............................................................................................12 3.2.4 Maintain Records of Data and System Elements.......................................13 3.2.5 Control Algorithm Execution.....................................................................13 3.2.6 Data Product Generation............................................................................13 3.2.7 Data Product Availability...........................................................................14 3.2.8 Data Delivery.............................................................................................15 3.2.9 Order Status Notification............................................................................15 3.2.10 System Status Notification.........................................................................15 3.2.11 Data Authorization Procedures..................................................................15 3.2.12 Customer Registration................................................................................15 3.2.13 Health and Status........................................................................................15 3.2.14 Provide Automatic Failover.......................................................................15 3.2.15 Monitor Input Data Integrity......................................................................15 3.2.16 Data Product Latency.................................................................................15 3.2.17 Capture Performance Statistics..................................................................16 3.2.18 Generate Custom Reports...........................................................................16 3.3 External interface requirements..............................................................................16 3.3.1 Receive from IDPS.....................................................................................16 3.3.2 Ancillary Data Product Acquisition...........................................................16 3.3.3 Process Archived Data...............................................................................17 3.3.4 Receive from CLASS.................................................................................17 3.3.5 MMC Interface Through ESPC..................................................................17 3.3.6 NPOESS Trouble Ticket Interface.............................................................17 3.3.7 ESPC Trouble Ticket Interface..................................................................17 3.4 Internal Interface Requirements.............................................................................17 6 NOAA/NESDIS/OSDPD NOAA-ESPC-018-2007 ESPC- CM1301-05-CT-0044 DCN 1.0 (08/07/2007) OSDPD/ESPC-NDE-008-018-005-V1.0 3.4.1 Schedule Tasks...........................................................................................17 3.4.2 Event Driven Tasks....................................................................................17 3.4.3 Reliability of Scheduled Tasks...................................................................17 3.4.4 Reliability of Event Driven Tasks..............................................................17 3.4.5 Adjust Priorities of Tasks...........................................................................18 3.5 Internal data Requirements.....................................................................................18 3.5.1 Test Data Capacity.....................................................................................18 3.5.2 Metadata Standards Validation..................................................................18 3.5.3 Record Quality Information.......................................................................18 3.5.4 NOAA-Unique Product Shelf Life.............................................................18 3.6 Adaptation Requirements.......................................................................................18 3.6.1 Technology Updates...................................................................................18 3.6.2 Scalability...................................................................................................18 3.7 Security and Privacy Requirements.......................................................................18 3.7.1 Follow ESPC Security Procedures.............................................................18 3.7.2 Generate System Backups..........................................................................19 3.7.3 Identify Automated Backup Procedures.....................................................19 3.7.4 Restore from System Backups...................................................................19 3.7.5 Integrity - Protect from Human Errors.......................................................19 3.7.6 Integrity - Protect from Transmission Errors.............................................19 3.7.7 Integrity - Protect from Software Bugs......................................................19 3.7.8 Integrity - Protect from Hardware Malfunction.........................................19 3.7.9 Integrity - Protect from Natural Disasters..................................................19 3.7.10 ESPC Network Authorization....................................................................19 3.8 Computer Resource Requirements.........................................................................19 3.8.1 Computer Hardware Requirements............................................................19 3.8.2 Computer software requirements...............................................................19 3.9 Operator-Related requirements..............................................................................20 3.9.1 Log and Track Events.................................................................................20 3.9.2 Provide an Operator Log............................................................................20 3.9.3 Sort/Search Operator Log...........................................................................20 3.9.4 Report on Events........................................................................................20 3.9.5 Restart Procedures......................................................................................20 3.9.6 Monitor Input Quality................................................................................20 3.9.7 Monitor Output Quality..............................................................................20 3.9.8 Degraded Operations Notification..............................................................21 3.9.9 Archive System Elements..........................................................................21 3.10 Other Requirements................................................................................................21 3.10.1 Availability Requirements..........................................................................21 3.10.2 Performance Requirements........................................................................21 3.10.3 Capacity Requirements...............................................................................22 3.10.4 Federal Enterprise Architecture.................................................................22 4 Requirements Traceability.............................................................................................23 4.1 NDE Contract Section J.........................................................................................23 7 NOAA/NESDIS/OSDPD NOAA-ESPC-018-2007 ESPC- CM1301-05-CT-0044 DCN 1.0 (08/07/2007) OSDPD/ESPC-NDE-008-018-005-V1.0 4.2 Traceability Table...................................................................................................23 Appendix A: Glossary Appendix B: Acronyms and Abbreviations Appendix C: Section J Contract Matrices 8 NOAA/NESDIS/OSDPD NOAA-ESPC-018-2007 ESPC- CM1301-05-CT-0044 DCN 1.0 (08/07/2007) OSDPD/ESPC-NDE-008-018-005-V1.0 1 SCOPE The purpose of the National Polar-orbiting Operational Environmental Satellite System (NPOESS) Data Exploitation (NDE) System Requirements Specification is to identify the system requirements that will support customer needs for products from the NPOESS Preparatory Project (NPP) satellite, as well as the NPOESS satellites that are part of the NPOESS program."
NPP,is to identify the system requirements that will support customer needs for products from the NPOESS Preparatory Project,2007 - nde.txt,18,"4 NOAA/NESDIS/OSDPD NOAA-ESPC-018-2007 ESPC- CM1301-05-CT-0044 DCN 1.0 (08/07/2007) OSDPD/ESPC-NDE-008-018-005-V1.0 LIST OF CHANGE-AFFECTED PAGES/SECTIONS/APPENDICES Release Version # Page___of__ Date Description of Change(s) Item # page(s) 5 NOAA/NESDIS/OSDPD NOAA-ESPC-018-2007 ESPC- CM1301-05-CT-0044 DCN 1.0 (08/07/2007) OSDPD/ESPC-NDE-008-018-005-V1.0 Table of Contents Table of Contents..........................................................................................................................6 1 Scope...................................................................................................................................9 1.1 System Overview.....................................................................................................9 1.2 Document Overview.................................................................................................9 1.3 Definitions..............................................................................................................10 1.4 Document Organization.........................................................................................10 2 Referenced Documents...................................................................................................11 3 Requirements..................................................................................................................12 3.1 Required States and Modes....................................................................................12 3.1.1 Open Mode.................................................................................................12 3.1.2 Degraded System Mode.............................................................................12 3.1.3 Restricted Access Mode.............................................................................12 3.2 Capability Requirements........................................................................................12 3.2.1 Define Data Products..................................................................................12 3.2.2 Integrate System Elements.........................................................................12 3.2.3 Test Support...............................................................................................12 3.2.4 Maintain Records of Data and System Elements.......................................13 3.2.5 Control Algorithm Execution.....................................................................13 3.2.6 Data Product Generation............................................................................13 3.2.7 Data Product Availability...........................................................................14 3.2.8 Data Delivery.............................................................................................15 3.2.9 Order Status Notification............................................................................15 3.2.10 System Status Notification.........................................................................15 3.2.11 Data Authorization Procedures..................................................................15 3.2.12 Customer Registration................................................................................15 3.2.13 Health and Status........................................................................................15 3.2.14 Provide Automatic Failover.......................................................................15 3.2.15 Monitor Input Data Integrity......................................................................15 3.2.16 Data Product Latency.................................................................................15 3.2.17 Capture Performance Statistics..................................................................16 3.2.18 Generate Custom Reports...........................................................................16 3.3 External interface requirements..............................................................................16 3.3.1 Receive from IDPS.....................................................................................16 3.3.2 Ancillary Data Product Acquisition...........................................................16 3.3.3 Process Archived Data...............................................................................17 3.3.4 Receive from CLASS.................................................................................17 3.3.5 MMC Interface Through ESPC..................................................................17 3.3.6 NPOESS Trouble Ticket Interface.............................................................17 3.3.7 ESPC Trouble Ticket Interface..................................................................17 3.4 Internal Interface Requirements.............................................................................17 6 NOAA/NESDIS/OSDPD NOAA-ESPC-018-2007 ESPC- CM1301-05-CT-0044 DCN 1.0 (08/07/2007) OSDPD/ESPC-NDE-008-018-005-V1.0 3.4.1 Schedule Tasks...........................................................................................17 3.4.2 Event Driven Tasks....................................................................................17 3.4.3 Reliability of Scheduled Tasks...................................................................17 3.4.4 Reliability of Event Driven Tasks..............................................................17 3.4.5 Adjust Priorities of Tasks...........................................................................18 3.5 Internal data Requirements.....................................................................................18 3.5.1 Test Data Capacity.....................................................................................18 3.5.2 Metadata Standards Validation..................................................................18 3.5.3 Record Quality Information.......................................................................18 3.5.4 NOAA-Unique Product Shelf Life.............................................................18 3.6 Adaptation Requirements.......................................................................................18 3.6.1 Technology Updates...................................................................................18 3.6.2 Scalability...................................................................................................18 3.7 Security and Privacy Requirements.......................................................................18 3.7.1 Follow ESPC Security Procedures.............................................................18 3.7.2 Generate System Backups..........................................................................19 3.7.3 Identify Automated Backup Procedures.....................................................19 3.7.4 Restore from System Backups...................................................................19 3.7.5 Integrity - Protect from Human Errors.......................................................19 3.7.6 Integrity - Protect from Transmission Errors.............................................19 3.7.7 Integrity - Protect from Software Bugs......................................................19 3.7.8 Integrity - Protect from Hardware Malfunction.........................................19 3.7.9 Integrity - Protect from Natural Disasters..................................................19 3.7.10 ESPC Network Authorization....................................................................19 3.8 Computer Resource Requirements.........................................................................19 3.8.1 Computer Hardware Requirements............................................................19 3.8.2 Computer software requirements...............................................................19 3.9 Operator-Related requirements..............................................................................20 3.9.1 Log and Track Events.................................................................................20 3.9.2 Provide an Operator Log............................................................................20 3.9.3 Sort/Search Operator Log...........................................................................20 3.9.4 Report on Events........................................................................................20 3.9.5 Restart Procedures......................................................................................20 3.9.6 Monitor Input Quality................................................................................20 3.9.7 Monitor Output Quality..............................................................................20 3.9.8 Degraded Operations Notification..............................................................21 3.9.9 Archive System Elements..........................................................................21 3.10 Other Requirements................................................................................................21 3.10.1 Availability Requirements..........................................................................21 3.10.2 Performance Requirements........................................................................21 3.10.3 Capacity Requirements...............................................................................22 3.10.4 Federal Enterprise Architecture.................................................................22 4 Requirements Traceability.............................................................................................23 4.1 NDE Contract Section J.........................................................................................23 7 NOAA/NESDIS/OSDPD NOAA-ESPC-018-2007 ESPC- CM1301-05-CT-0044 DCN 1.0 (08/07/2007) OSDPD/ESPC-NDE-008-018-005-V1.0 4.2 Traceability Table...................................................................................................23 Appendix A: Glossary Appendix B: Acronyms and Abbreviations Appendix C: Section J Contract Matrices 8 NOAA/NESDIS/OSDPD NOAA-ESPC-018-2007 ESPC- CM1301-05-CT-0044 DCN 1.0 (08/07/2007) OSDPD/ESPC-NDE-008-018-005-V1.0 1 SCOPE The purpose of the National Polar-orbiting Operational Environmental Satellite System (NPOESS) Data Exploitation (NDE) System Requirements Specification is to identify the system requirements that will support customer needs for products from the NPOESS Preparatory Project (NPP) satellite, as well as the NPOESS satellites that are part of the NPOESS program."
IDPS,system will receive data from the NPOESS Interface Data Processing Segment,2007 - nde.txt,20,"1.1 System Overview NOAA’s NPOESS Data Exploitation (NDE) system will receive data from the NPOESS Interface Data Processing Segment (IDPS), process and package it to meet user requirements, ensure appropriate NDE unique products are archived, distribute data to authorized users, and provide customer service to users of its products."
CLASS,the Comprehensive Large Array-data Stewardship System,2007 - nde.txt,22,"In order to fulfill the mission, NDE will acquire the resources necessary to achieve the following objectives: • Disseminate NPOESS Data Records from the IDPS to customers • Generate and disseminate tailored NPOESS Data Records (versions of NPOESS Data Records in previously agreed alternative formats and views) • Generate and disseminate NOAA-unique products (augmented environmental products constructed from NPOESS Data Records) • Deliver NOAA-unique products and associated metadata to the NOAA’s long term archive, the Comprehensive Large Array-data Stewardship System (CLASS) • Provide services to customers, including a Help Desk, NDE product training, product enhancement, and implementation support across NOAA • Coordinate NPOESS-related activities across NOAA - − Assist with planning for the implementation of NPOESS data by user systems - − Ensure end-user preparedness for NPOESS data • Develop a sustainable system that meets its customer needs • Provide software for NPOESS Data Record format conversion In order to support these objectives, the NDE System will be partitioned into Operational (OPS), System Test (TEST), and Development (DEV) Environments."
OPS,the NDE System will be partitioned into Operational,2007 - nde.txt,22,"In order to fulfill the mission, NDE will acquire the resources necessary to achieve the following objectives: • Disseminate NPOESS Data Records from the IDPS to customers • Generate and disseminate tailored NPOESS Data Records (versions of NPOESS Data Records in previously agreed alternative formats and views) • Generate and disseminate NOAA-unique products (augmented environmental products constructed from NPOESS Data Records) • Deliver NOAA-unique products and associated metadata to the NOAA’s long term archive, the Comprehensive Large Array-data Stewardship System (CLASS) • Provide services to customers, including a Help Desk, NDE product training, product enhancement, and implementation support across NOAA • Coordinate NPOESS-related activities across NOAA - − Assist with planning for the implementation of NPOESS data by user systems - − Ensure end-user preparedness for NPOESS data • Develop a sustainable system that meets its customer needs • Provide software for NPOESS Data Record format conversion In order to support these objectives, the NDE System will be partitioned into Operational (OPS), System Test (TEST), and Development (DEV) Environments."
