file,smell,sentence
2009 - peppol.txt,Vagueness,a p p r o v a l • Easy approval of economic ☑ operators 2.
2009 - peppol.txt,Ambiguity,Nevertheless some of them take a particular role for implementing stage 4: • Stage1: Mapping of evidence through pre-VCD mapping tool.
2009 - peppol.txt,Vagueness,WP2 should also provide easy solutions for transforming complex information contained in attestations into simple representations.
2009 - peppol.txt,Incompleteness,"Obviously, there are several difficulties for such a model that include political considerations, auditability, traceability, liability, mutual recognition of procedures with regard to Article 52, trust between national VCD service providers etc."
2009 - peppol.txt,Vagueness,Nevertheless stage 4 provides guidance in how to connect both ideas in an easy way.
2009 - peppol.txt,Ambiguity,In late 2008 a draft for a revised European InterPoperab ilitey Fram enwork w asd publi shied byn IDAB C egxtend ing th e requirement for IOP to five levels11: E C a p p r o v a l Figure 19: Level of Interoperability according to EIF2 draft The aim of this chapter is to draw a picture about the current situation applied in the countries with regard to potentially placement of a VCD in the MS according to the European Interoperability Framework version 2 (EIF2): • The legal framework thereby refers to appropriate synchronization of the legislation in the cooperating MS so that electronic data originating in any given MS is accorded to proper legal weight and recognition wherever it needs to be used in other MS.
2009 - peppol.txt,Incompleteness,"11 http://ec.europa.eu/idabc/en/document/7728 2009-05-19, Version 1.0 – pending EC approval PEPPOL Deliverable D2.1: page 63 of 127 Functional and non-functional requirements specification for the VCD, including critical synthesis, comparison and assessment of national vs. pan-European needs • The semantic framework ensures that the precise meaning of exchanged information (concepts, organization, services, etc) is preserved and well understood."
2009 - peppol.txt,Incompleteness,"economic operators, contracting authorities, issuing bodies, national service providers etc."
2009 - peppol.txt,Ambiguity,"In stages 2, 3 and 4 it will be necessary to establish a national service provider who will take care about cr itical VCD processes and therewith ensure legitimacy, trust and appropriate change management."
2009 - peppol.txt,Incompleteness,"issuer, availability, delivery time etc)."
2009 - peppol.txt,Ambiguity,However the choice which attestation is most appropriate should be left to the economic operator but this decision may be supported through displaying these different characteristics.
2009 - peppol.txt,Ambiguity,Nevertheless any stage may be implemented according to Article 52 if there is adequate legal basis within a country and if there is political commitment for doing so.
2009 - peppol.txt,Ambiguity,Requirement The main subject of the VCD is the final submission of evidence to the contracting authority Measurement VCD package supports final submission of evidence 3.1.2.11 Principle for selecting issuing body Description There are often multiple issuing bodies available which provide evidence of the same kind but with different characteristics such as cheap issuing services and fast issuing services.
2009 - peppol.txt,Vagueness,Requirement The main subject of the VCD is the final submission of evidence to the contracting authority Measurement VCD package supports final submission of evidence 3.1.2.11 Principle for selecting issuing body Description There are often multiple issuing bodies available which provide evidence of the same kind but with different characteristics such as cheap issuing services and fast issuing services.
2009 - peppol.txt,Ambiguity,The requestor has to decide by himself which issuing service is most appropriate to satisfy his needs.
2009 - peppol.txt,Ambiguity,Often the VCD system will have the possibility to specify the issuing services that are needed to evidence certain criteria e.g.
2009 - peppol.txt,Ambiguity,"3.1.2.14 Testing of VCD solution Description a p p r o v a l WP2 concentrates on pre-awarding issues where requirements and procedures are often strict due to principles like equal treatment, non-discrimination, transparency, competition etc."
2009 - peppol.txt,Incompleteness,"3.1.2.14 Testing of VCD solution Description a p p r o v a l WP2 concentrates on pre-awarding issues where requirements and procedures are often strict due to principles like equal treatment, non-discrimination, transparency, competition etc."
2009 - peppol.txt,Ambiguity,"With the consideration of data object and document flow, a disambiguation of the terms used is reasonable to clarify the concepts."
2009 - peppol.txt,Ambiguity,"By value A workflow component send or No need for a common naming, a common receives required information by having structure of data elements or common only data values transported address space By A reference to a commonly accessible Access for all involved parties has to be Reference location is used to communicate data granted, concurrency restrictions may be elements."
2009 - peppol.txt,Ambiguity,Deliverables from CEN BII are addressing semantic interoperability for some business documents relevant in electronic procurement.
2009 - peppol.txt,Ambiguity,The pre-VCD mapping tool therefore will provide sufficient support and has to be integrated into a VCD system.
2009 - peppol.txt,Ambiguity,From a very pragmatic point of view it seems reasonable to focus on a subset of attestations in a first step and to complete the VCD Package later on.
2009 - peppol.txt,Ambiguity,Thereby the VCD requires a sufficient format in order to be presented and displayed to other systems and users.
2009 - peppol.txt,Vagueness,Measurement Pre-VCD mapping tool filled with national instances Requirement The VCD simple package (Stage 2) lays the basic ground for the creation of VCDs and the implementation of other services mentioned in stages 3 and 4 so the key concepts of Stage 2 MUST be implemented in each Member States.
2009 - peppol.txt,Ambiguity,certified “Yes/No” statements) should only be applied to networks where sufficient context specific data is available in order to approve this value.
2009 - peppol.txt,Ambiguity,This principle should be applied wherever possible for example: • The economic operator has to prove that he paid fiscal taxes according to national regulations – in this case a “Yes/No statement” will be sufficient.
2009 - peppol.txt,Ambiguity,- If sufficient context specific data format for representing those information unambiguously is available it may be applied for stage 4.
2009 - peppol.txt,Incompleteness,"XBRL, ECRIS etc.)"
2009 - peppol.txt,Incompleteness,"XBRL, ECRIS etc.)."
2009 - peppol.txt,Ambiguity,In cross-border procurement the national law often has to be enriched through principles mentioned in the relevant directives.
2009 - peppol.txt,Ambiguity,Those legal questions often target critical aspects for a potential VCD solution as for example the role and use of self declarations as replacement for documents that can not be issued within one Member State.
2009 - peppol.txt,Ambiguity,For example in some countries it is not allowed to directly issue an extract from the register of conviction to the economic operator but to directly deliver these evidence to the requesting authority.
2009 - peppol.txt,Vagueness,On the European level it may include the “scope of mutual recognition” for example the trust between the national service provider who provides a VCD simple package and the European service provider who E C provides a particular mapping facility.
2009 - peppol.txt,Ambiguity,3.3.2.13 Legal Val idiaty p p r o v a l Description “Some documents exchanged during the electronic procurement process have to be legally valid fo llowing EU Directives.
2009 - peppol.txt,Vagueness,The PEPPOL infrastructure of WP8 is dedicated in particular to the exchange of electronic business documents in a secure and reliable manner.
2009 - peppol.txt,Vagueness,Thereby it connects to existing e-business frameworks and value added networks and is being built on existing technologies and standards that have been tested and which have proven to be reliable and secure for enterprise use.
2009 - peppol.txt,Ambiguity,"WP2 takes a specific role within the project by concentrating on pre-awarding issues where requirements and procedures are often stricter due to principle like equal treatment, non- E C discrimination, transparency, competition etc."
2009 - peppol.txt,Incompleteness,"WP2 takes a specific role within the project by concentrating on pre-awarding issues where requirements and procedures are often stricter due to principle like equal treatment, non- E C discrimination, transparency, competition etc."
2009 - peppol.txt,Ambiguity,"Hence, it has to be ensured that a p p r o v a l only those persons that have sufficient rights are able to access and retrieve these data."
2009 - peppol.txt,Incompleteness,"Such identifiers are national and in many countries specific and maintained within sectors, like tax, health, health insurance, employment, registration authorities, etc."
2009 - peppol.txt,Ambiguity,"Moreover there are several actors involved in the WP2 scenarios which need to be connected to the PEPPOL infrastructure thus a sufficient allocation of identifiers, in connection with the identity an actor claims to have, has to be ensured."
2009 - peppol.txt,Ambiguity,Overall we see a need for commonly monitored identity and access management in particular for all national VCD solutions and for the PEPPOL infrastructure thus both approaches should be aligned and should make use of the same mechanisms through for example single-sign-on functionality.
2009 - peppol.txt,Vagueness,The PEPPOL infrastructure will make it possible to exchange electronic business documents in a secure and reliable manner.
2009 - peppol.txt,Vagueness,"We also assume that a VCD in stages 2 and 3 can be potentially submitted through other means but this is up to the choice of an economic operator and should not be promoted because bypassing the infrastructure is 2009-05-19, Version 1.0 – pending EC approval PEPPOL Deliverable D2.1: page 85 of 127 Functional and non-functional requirements specification for the VCD, including critical synthesis, comparison and assessment of national vs. pan-European needs critical from the viewpoint of using validation services to ensure confidentiality of a VCD and its contained documents (WP1) and secure and reliable transport ensured through the PEPPOL infrastructure (WP8)."
2009 - peppol.txt,Ambiguity,"We also see a potential need to access web services via the infrastructure that enable client-side code generation in SOAP frameworks for example for the retrieval of attestations on demand, connecting to tendering platforms or viewing the VCD on some platform at the national service provider."
2009 - peppol.txt,Ambiguity,An economic operator can authenticate to the VCD system only when the economic operator has sufficient user rights provided by identity and access management.
2009 - peppol.txt,Vagueness,3.4.2.7 Access Points to the PEPPOL infrastructure The PEPPOL infrastructure will make it possible to exchange electronic business documents in a secure and reliable manner.
2009 - peppol.txt,Vagueness,The PEPPOL infrastructure is being built on existing technologies and standards that have been tested and which have proven to be reliable and secure to use.
2009 - peppol.txt,Ambiguity,Some web services may be connected to the infrastructure to add additional functionalities to a VCD or for example to receive mapping information from the pre-VCD mapping tool.
2009 - peppol.txt,Ambiguity,o v a l 3.4.2.9 Confidentiality Description “Ensuring that information is accessible only to those authorized to have access and in a predefined date is mandatory by the European Directive in some public procurement processes.
2009 - peppol.txt,Vagueness,2009) Requirement Transport mechanisms between party’s addresses MUST be reliable.
2009 - peppol.txt,Ambiguity,"3.4.2.14 Non-repudiation of origin Description 2009-05-19, Version 1.0 – pending EC approval PEPPOL Deliverable D2.1: page 90 of 127 Functional and non-functional requirements specification for the VCD, including critical synthesis, comparison and assessment of national vs. pan-European needs “In electronic procurement, some processes require to ensure that the sender of an electronic document cannot repudiate its validity“ (Bausa O. and Boujraf A."
2009 - peppol.txt,Ambiguity,"3.4.2.15 Time stamping Description “In electronic procurement, some processes require to ensure that the documentation (attestations, tenders, etc.)"
2009 - peppol.txt,Incompleteness,"3.4.2.15 Time stamping Description “In electronic procurement, some processes require to ensure that the documentation (attestations, tenders, etc.)"
2009 - peppol.txt,Ambiguity,P e n d i n g Requirement Time stamping SHOULD be applied in some processes to certify relevant date and time.
2009 - peppol.txt,Ambiguity,"a p p r o v a l 2009-05-19, Version 1.0 – pending EC approval PEPPOL Deliverable D2.1: page 91 of 127 Functional and non-functional requirements specification for the VCD, including critical synthesis, comparison and assessment of national vs. pan-European needs 4 High-level concepts for pilot implementations 4.1 Pre-VCD mapping tool 4.1.1 Preliminary study on the electronic provision of certificates and attestations usually required in public procurement procedures The first interim report – national country profiles – of the preliminary study of DG Markt comprises a list of qualification docuPments typeically usned in tenddering piroc ednures in thge Mem b er States."
2009 - peppol.txt,Ambiguity,The report documents various attestations of the Member States which are arranged according to the Articles 45 to 50 of Directive 2004/18/EC (Siemens_and_Time.lex 2007): • Evidence of the Economic Operator’s identity (e.g.
2009 - peppol.txt,Ambiguity,"Diplomas, descriptions of goods and services or equivalent documents) • Evidence of adequate insurance (e.g."
2009 - peppol.txt,Ambiguity,certification by auditing bodies of environmental practices or equivalent documents) The study may follow up with a “proposal for a tool for a mutual information mechanism on the electronic provision of certificates and attestations usually required in public procurement procedures” which shall be aligned with our approach of a pre-VCD mapping tool.
2009 - peppol.txt,Ambiguity,"The above mentioned evidences thereby will be further described by templates that define the structural data of evidence for example the: • Type of document • Name of document • Issuing entity • Source reference • Validity period 2009-05-19, Version 1.0 – pending EC approval PEPPOL Deliverable D2.1: page 92 of 127 Functional and non-functional requirements specification for the VCD, including critical synthesis, comparison and assessment of national vs. pan-European needs • Time of issuance • Mandatory or optional • Frequency of use • Flexibility of submission • Semantic characteristics • Technical characteristics • Validation requirements P e n d i n g 4.1.2 Certificates issued on the eligibility of tenderers and official lists of economic operators Furthermore the Commission Service designed a questionnaire “Eligibility of tenderers”20 in order to facilitate access to information related to some of the above mentioned evidences."
2009 - peppol.txt,Ambiguity,"Besides that, results from the ”Study on the proposal for a tool for a mutual information mechanism on the electronic provision of certificates and attestations usually required in public procurement procedures” and the country profile templates developed by Siemens Time.lex commissioned by DG MARKT have E C been Stage 1, the pre-VCD mapping tool, will be built upon this information by providing automated mappings and comparisons between the defined documents via the mentioned exclusion criteria (cf."
2009 - peppol.txt,Ambiguity,"Thus there are potential alternatives for some of the layers (Passin 2004), (Shadbolt, Hall et al."
2009 - peppol.txt,Ambiguity,Resources are associated with a URI so that anyone can link / refer to it and may access an appropriate representation of it.
2009 - peppol.txt,Ambiguity,XML documents are usually based on different schemas but they may represent data with similar semantics.
2009 - peppol.txt,Vagueness,The main idea of OWL is to support an efficient representation of ontologies as well as the support of decision procedures.
2009 - peppol.txt,Vagueness,"Depending on further detailed specification of the pre-VCD mapping, WP 2 partners will make a decision to use either a simplified ontology mapping based on XML or to embark on more powerful technologies such as RDF or OWL in order to ensure wider interoperability and provide mapping and translation features as indicated above."
2009 - peppol.txt,Vagueness,Country A Country B VCD Economic operator Contracting authority WP8 transport infrastructure Request/Receive VCD E C VCD Service VCD Provider Mapping European Service Provider Evidence Evidence (Pre-VCD mapping tool) a p p r o v a l Issuing services Figure 21: Overall concept for the PEPPOL VCD implementation – European vs. national scope of pilot implementations The European Service Provider and the VCD Service Provider serve cross-border submission of evidences via the VCD packages (simple / advanced / network).
2009 - peppol.txt,Incompleteness,"P e n d i n g E C a p p r o v a l Figure 23: Architectural sketch of the Austrian VCD service Figure 23 gives an overview of the components (architectural sketch) of the Austrian VCD implementation, which will consist of four building blocks: • UI/Workflow-System This component handles the interaction with the users of the system (e.g."
2009 - peppol.txt,Ambiguity,E C 4.4.2 Piloting approach The piloting phase of the Italian VCD service will include the technical actions identified by the implementation plan and some interfacing events to reach selected stakeholders and define through their input the driving conditions for the VCD setup.
2009 - peppol.txt,Ambiguity,The VCD promotes a step wise approach in order to reach a sufficient level of completeness by concentrating first on evidences with regard to Articles 45 – 46 and afterwards on evidences with regard to Articles E C 47 – 50.
2009 - peppol.txt,Vagueness,"VCD simple package: Establishment of a VCD system which consist of VCD services, hosted by a VCD service provider."
2009 - peppol.txt,Vagueness,VCD simple package defines the structure of a package with regard to types of data.
2009 - peppol.txt,Ambiguity,A SWOT analysis usually starts by defining an end state or objective which has been done for WP2 in chapter 2 and subsequent chapters.
2009 - peppol.txt,Ambiguity,5.2.2 Weaknesses of a VCD There are also some weaknesses that can be identified for the overall concept.
2009 - peppol.txt,Vagueness,"Nevertheless we will start to develop common representations (context specific data) for evidences that have an, easy structure, low quantity of contents and marginal variances in their contents."
2009 - peppol.txt,Vagueness,5.2.3 Opportunities for a VCD in public procurement A major point of discussion in the domain is a sustainable and reliable long-term vision for exchanging attestations among Member States.
2009 - peppol.txt,Ambiguity,The same burden lays on contracting authorities who have to check for each evidence whether the issuer has appropriate rights within that country to provide evidence.
2009 - peppol.txt,Ambiguity,procurement com petences of Member States are often allocated on a decentralised level The creation of uniform infrastructure in this heterogeneous domain will take time since several different environments and stakeholders need to be involved and change may not be enforceable to all of them.
2009 - peppol.txt,Vagueness,"In this respect the VCD should support current practices in exchanging evidence in the P e n d i n g short-run and lead towards smooth, reliable and sustainable exchange of electronic evidence among Member States in the long-run."
2009 - peppol.txt,Ambiguity,These requirements now have to be taken further into account in order to specify the VCD and implement the various stages.
2009 - peppol.txt,Ambiguity,"Siemens_and_Time.lex (2007) ""Preliminary Study on the electronic provision of certificates and attestations usually required in public procurement procedures: First interim report - National Country Profiles."""
2009 - peppol.txt,Ambiguity,Preliminary Study on the electronic provision of certificates and attestations usually required in public procurement procedures: Final report - Strategy and implementation roadmaps.
2009 - peppol.txt,Ambiguity,"Preliminary Study on the electronic provision of certificates and attestations usually required in public procurement procedures: Third interim 2009-05-19, Version 1.0 – pending EC approval PEPPOL Deliverable D2.1: page 108 of 127 Functional and non-functional requirements specification for the VCD, including critical synthesis, comparison and assessment of national vs. pan-European needs report - Scenario building, assessment and benchmarking."
2009 - peppol.txt,Ambiguity,"See section “Connection between evidence, attestation and candidate statements” for a taxonomy of commonly used qualification documents."
2009 - peppol.txt,Ambiguity,"legal state, name, organizational structure (in some cases of the economic operator) services) Structural data Data generically describing attestations on a level issuing service of evidence detached of the semantic of its content itself (e.g."
2009 - peppol.txt,Ambiguity,A criterion is generally referred to as fulfilled if • It is a selection criterion and the criteria is met • It is an exclusion criteria and the criterion is not met Evidence E C An evidence is a proof of compliance to a certain criterion usually supplied by an attestation or statement.
2009 - peppol.txt,Ambiguity,"Decision support 30 Source: Directive 2004/18/EC, Article 1 31 Eligibility of tenderers: http://ec.europa.eu/internal_market/publicprocurement/2004_18/ index_en.htm 2009-05-19, Version 1.0 – pending EC approval PEPPOL Deliverable D2.1: page 113 of 127 Functional and non-functional requirements specification for the VCD, including critical synthesis, comparison and assessment of national vs. pan-European needs List of approved economic operators Refers to Article 52 of Directive 2004/18/EC: An approval of economic operators is usually performed by a specialized third-party, a so-called pre-qualification agency."
2009 - peppol.txt,Ambiguity,Mapping Mapping in the context of PEPPOL mainly depicts the activity of assigning criteria for qualitative selection & exclusion on European level as defined in 2004/18/EC to the appropriate national criteria.
2009 - peppol.txt,Ambiguity,The different national criteria are then mapped to the appropriate European criteria.
2009 - peppol.txt,Ambiguity,"glossary: mapping) Self­declaration A statement produced by an economic operator which states compliance to some fact, qualification requirement or criteria of exclusion and selection."
2009 - peppol.txt,Ambiguity,In Public Procurement the self-declaration is often adopted during the pre-qualification processes but it is also use to state other facts when submitting a bid.
2009 - peppol.txt,Vagueness,Different stages have been identified to denote diffe rent level of maturity of a VCD-package: • pre-VCD mapping (Stage1) • VCD simple package (Stage2) • VCD advanced package (Stage3) E C • VCD network package (Stage4) VCD lifecycle The VCD lifecycle describes the different states a VCD-package can have.
2009 - peppol.txt,Ambiguity,"• Valid VCD package: After its creation, the VCD-package is valid for some time."
2009 - peppol.txt,Incompleteness,"VCD service VCD service is a specific internal or external functionality to establish, modify, issue etc."
2009 - peppol.txt,Incompleteness,"company profile, criminal records etc.)"
2009 - peppol.txt,Ambiguity,already registered in some source register (e.g.
2009 - peppol.txt,Ambiguity,"Personal details Please select your country and region details where applicable Germany 2009-05-19, Version 1.0 – pending EC approval PEPPOL Deliverable D2.1: page 116 of 127 Functional and non-functional requirements specification for the VCD, including critical synthesis, comparison and assessment of national vs. pan-European needs Austria Italy France Norway Please add your region details where applicable __________________________________________________________________ P e n d i n g __________________________________________________________________ _________ Please provide the name and location of your organization Name: Location: E C Major Function/Role/ Responsibility : Please indicate your experience with foreign economic operators we receives 2-10 offers of foreign economic operators every month we receive more than 10 offers of foreign economic operators every month a p p r o v a l we receives 1-12 offers of foreign economic operators every year we do not receive any offers of foreign economic operators Questions related to national peculiarities The following set of questions aim at collecting some general information about the processing of certificates and attestation."
2009 - peppol.txt,Ambiguity,Imagine that the transmission of original documents is not obligatory P e n d i n g in a countries tendering procedure because for example some third party is dedicated to proof the qualification documents.
2009 - peppol.txt,Ambiguity,The declaration of the appropriate institution is sufficient in case original documents can be requested if necessary E C The declaration of the appropriate institution is sufficient in case copies of the original documents are submitted Solely the declaration of the appropriate institution is sufficient Additional commen ts aand fu rthper clar ificpation: ___r___ __o_____ __v____ ___a____ __l__ _____ Which conditions need to be fulfilled in order to accept a foreign certificate from another Member State from the viewpoint of mutual recognition of certificates and attestations among member states?
2009 - peppol.txt,Incompleteness,The declaration of the appropriate institution is sufficient in case original documents can be requested if necessary E C The declaration of the appropriate institution is sufficient in case copies of the original documents are submitted Solely the declaration of the appropriate institution is sufficient Additional commen ts aand fu rthper clar ificpation: ___r___ __o_____ __v____ ___a____ __l__ _____ Which conditions need to be fulfilled in order to accept a foreign certificate from another Member State from the viewpoint of mutual recognition of certificates and attestations among member states?
2009 - peppol.txt,Incompleteness,"they have to be accredited by either an public authority or notary, they have to be electronically signed, the issuer of the certificate has to be addressable, the integrity and the authenticity of the information have to be ensured etc.)?"
2009 - peppol.txt,Incompleteness,"VAT number, Registration number etc.)"
2009 - peppol.txt,Ambiguity,a p p r o v a l Yes No In some cases Please clarify the differences and specialities _________________________________________________________________________________ _____________________________________________________________________ Questions related to the translation of certificates Mutual recognition of certificates and attestations among European Member States in fact will require stronger usage of agreed semantics than a paper-based approach.
2009 - peppol.txt,Incompleteness,"name of certificate, validity of certificate VAT number, company code, authorized representative, legal status etc.)"
2009 - peppol.txt,Ambiguity,These circumstances make it difficult to extract that supplier data into appropriate semantics for automated translation.
2009 - peppol.txt,Ambiguity,Yes No In some cases Please clarify the cases where English versions can be submitted P e n d i n g ____________________________________________________________________________ _________________________________________________________________ Is there any necessity to have an official translation of a certificate or attestation if the certificate is already approved against the exclusion criteria by an authorized authority or procurement agency in the Member State of origin?
2009 - peppol.txt,Ambiguity,"Yes E C No, under certain conditions this is not necessary No Please clarify conditions ____________________________________________________________________________ _________________________________________________________________ a p p r o v a l Would it be sufficient if the VCD provides a translation of key data about a supplier extracted from certificates and attestation and to use pre-defined code lists for simple entries in the body of an attestation, for example in criminal records there is typically an entry saying something lik e “nothing” ,“none” or “empty”?"
2009 - peppol.txt,Vagueness,"Yes E C No, under certain conditions this is not necessary No Please clarify conditions ____________________________________________________________________________ _________________________________________________________________ a p p r o v a l Would it be sufficient if the VCD provides a translation of key data about a supplier extracted from certificates and attestation and to use pre-defined code lists for simple entries in the body of an attestation, for example in criminal records there is typically an entry saying something lik e “nothing” ,“none” or “empty”?"
2009 - peppol.txt,Ambiguity,"• From a legal point of view, does any reqEuirem enCt for a V C D t o archive evidence exist (to be able to reconstruct a specific information status on a specific reference date) or is it sufficient to keep up-to-date information?"
2009 - peppol.txt,Ambiguity,• Are there any statutory requirements according to which specific evidence must be signed electronically or does the Act permit that the signature of the entire package is also sufficient?
2009 - peppol.txt,Incompleteness,"interest to improve processes Please provide a brief summary of the stakeholder Please summarize each rating with 3 points Overall Rating for (high) 2 points (medium) 1 point (low) 2009-05-19, Version 1.0 – pending EC approval PEPPOL Deliverable D2.1: page 127 of 127 Functional and non-functional requirements specification for the VCD, including critical synthesis, comparison and assessment of national vs. pan-European needs Result of Stakeholder Analysis Expectation of Please briefly describe in your o wn words the main expectations of this stakeholder Stakeholder with regard to the VCD and the stakeholder can be involved (if necessary)."
2009 - video search.txt,Ambiguity,It will help them reduce searching time through various different websites by searching all these websites with just one query.
2009 - video search.txt,Vagueness,The software aims to help the user by providing a simple interface and a more efficient way of finding the video they require.
2009 - video search.txt,Ambiguity,It will also provide the user with Software Requirements Specification for x-ray Page 2 various options and tools to help make their search more relevant to the content that they need.
2009 - video search.txt,Incompleteness,"The results will be divided into the types that were specified using different tabs, and then the results will be orderable by different categories, such as name, size, site, etc."
2009 - video search.txt,Incompleteness,"The video websites will range from sites that actually host video such as MegaVideo, YouTube, etc as well as websites that show links to videos hosted on other sites such as surfthechannel.com, alluc.org, etc."
2009 - video search.txt,Vagueness,We decided on this type of interface because we felt that it would be very simple for the user to navigate.
2009 - video search.txt,Vagueness,With all these features complied into one screen it will give the software more flexibility and allows for easy and simple usage.
2009 - video search.txt,Incompleteness,"This software includes the basic features used in similar products such as new search, close, load etc."
2009 - warc III.txt,Vagueness,"This project has delivered a core software library called “libwarc” and a set of end user command line tools, extensions to existing tools, and simple web applications for accessing WARC content."
2009 - warc III.txt,Vagueness,"Together, these deliverables are known as “WARC Tools” and are available as free software, here: http:// code.google.com/p/warc-tools/ In parallel, Hanzo have developed an extension to WARC Tools that provides full-text and metadata search of WARC files, known as “Search Tools”, which is also available as free software, here: http:// code.google.com/p/search-tools/ Together, these projects provide a compelling implementation of the WARC standard, and provide a robust engineering foundation for further development of tools and applications centred around WARC files and their usage."
2009 - warc III.txt,Vagueness,"Phase III implementation will follow the original philosophy of providing powerful tools to enable crawl engineers, web archivists, researchers and other WARC users to easily manipulate and explore collections of web archive content without needing to write complex low-level code."
2009 - warc III.txt,Ambiguity,"Participating institutions are: Denmark (Netarchive.dk) — will contribute at the testing level, will use a copy of some of their data as test data."
2009 - warc III.txt,Incompleteness,"All other modules of WARC Tools, such as migration tool, repackaging, reporting, etc., will inherit these capabilities."
2009 - warc III.txt,Incompleteness,"For this purpose, the tools will allow you to choose/group them by: • explicit naming • wildcard name matching • size limitation • number of items NFR 2 — The tools shall be able to scale to process large collections using distributed processing and data transport (see FRS 10 and 11) NFR 3 — The tools shall offer best possible performance to correctly process large collections (I/O bound) NFR 4 — The tools shall be able to run on multiple machines but will not provide functionality for dealing with hardware failures (out of scope) NFR 5 — Implementation of the tools shall avoid unnecessary technology dependencies and shall not include development of partner-specific integration technologies NFR 6 — The tools shall be compliant with Java development environments, by using web services, RESTful API’s, etc."
2009 - warc III.txt,Incompleteness,"process duration, output levels, etc."
2009 - warc III.txt,Vagueness,NFR 8 — The tools shall provide enhanced usability by providing easy to adapt shell script wrappers for the major commands NFR 9 — It shall be possible to operate the tools in modes that restrict their effects to selected collection subsets.
2009 - warc III.txt,Incompleteness,"For example, select by name (see NFR1), random sampling, etc."
2009 - warc III.txt,Incompleteness,"Migration Application The migration application provides workflow to support and manage the arc → warc migration process and verification functionality to check and validate by content and metadata (time, URL, etc.)."
2009 - warc III.txt,Incompleteness,"A console to report on progress of active migration processes (such as the Heritrix console), manage the process, view logs, etc."
2009 - warc III.txt,Vagueness,It should be noted that libwarc and WARC Tools in general have been implemented to deal with very large scale operations by ensuring all functionality is performed with minimal memory usage and performed atomically by simple tools in the style of UNIX.
2009 - warc III.txt,Ambiguity,"If some fields are missing, errors will be generated that require operator intervention."
2009 - warc III.txt,Incompleteness,"The manager should be able to follow the progress of a migration process (eg.,number of migrated records/files, time spent and time remaining, etc."
2009 - warc III.txt,Vagueness,FR 10 — The ARC to WARC migration should be able to run on multiple machines that will be easy to deploy.
2009 - warc III.txt,Vagueness,This may be achieved by using a simple messaging infrastructure.
2009 - warc III.txt,Vagueness,"FR 24 -- Repackaging will allow pre and post record, file and job operations FR 24.1 -- Pre operation can prevent a file or record being processed by returning value Options will specify a number of filters, based on URL, timestamp, WARC metadata, etc., using both simple and advanced regex mode (similar to ‘‘grep -e’’)."
2009 - warc III.txt,Incompleteness,"FR 24 -- Repackaging will allow pre and post record, file and job operations FR 24.1 -- Pre operation can prevent a file or record being processed by returning value Options will specify a number of filters, based on URL, timestamp, WARC metadata, etc., using both simple and advanced regex mode (similar to ‘‘grep -e’’)."
2009 - warc III.txt,Incompleteness,"Options may be specified for output WARC file size, etc."
2009 - warc III.txt,Incompleteness,"warc_summary WARC_FILES [options] WARC_FILES can be a list of WARC files (including wildcards, etc.)"
2009 - warc III.txt,Incompleteness,"(default) summary - similar to a crawl-report, shows the number of documents, start / end date for contents, etc, with options to detect and report multiple crawls (if the WARC files are from multiple crawls), similar to ‘‘lscrawl’’."
2009 - warc III.txt,Incompleteness,"2. mimetypes - a mimetype report, with options to show a breakdown by host, domain , crawl, etc."
2009 - warc III.txt,Incompleteness,"3. hostnames - a host report, with options to show a breakdown by crawl , number of documents, etc."
2009 - warc III.txt,Incompleteness,"4. status codes - a frequency table of status codes, with options to show breakdown by host, domain, crawl, etc."
2009 - warc III.txt,Incompleteness,"5. pseudo crawl log - a list of time-ordered URLs and status information from the WARC file, with options to show a breakdown by crawl, host, domain, etc."
2009 - warc III.txt,Ambiguity,"NFR 16 — Repackaging filters can be used by the summary module FR 27 — It shall be possible to export summaries in various formats (e.g., XML, CSV) WARC Tools Phase III Functional Requirements Specification 7 This command will also have options for XML and CSV output and filtering, for example, to restrict the report by time ranges, domain or other metadata values."
2009 - warc III.txt,Incompleteness,"$ warc_compare <CRAWL_1_WARC_FILES> ... <CRAWL_N_WARC_FILES> [options] where WARC_FILES can be a list of WARC files (including wildcards, etc.)"
2009 - warc III.txt,Incompleteness,"Options have a variety of functions: • filters to limit by URL patterns, timestamp, metadata records, etc., • to show reports broken down by domain, hostname, etc., and • to add a graph generator for the purpose of WARC quality assurance (Q.A)."
2009 - warc III.txt,Incompleteness,"FR 30 — Provide a ‘‘diff‘‘ tool to compare WARC sets based on defined criteria (e.g., timestamp, hostname, etc.)"
2009 - warc III.txt,Ambiguity,Typical enhancements will include a proxy mode and server-side rewriting using a rules-based approach.
2010 - blit draft.txt,Vagueness,This effort will ensure System Integrity/Reliability by developing a system that is reliable and low maintenance including security and confidentiality requirements as dictated by HIPAA and FDA regulatory standards.
2010 - blit draft.txt,Vagueness,"This project is limited in scope to the enhancements and defects that are critical in the severity level that is the issues that cause great burden to the system users and the enhancements in system architecture, which will facilitate efficient growth of [system name] and the [company name] business, will fall under the purview of this project scope."
2010 - blit draft.txt,Ambiguity,2.2.1.2 The Project Team must permit reasonable adjustment to the user interfaces of new functionality by project stakeholders when project schedule permits those adjustments.
